freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FOR,TOTAL,N_GE1,ED5-8,NR,RO	: 	494026 	492092 	531496 	518972 	536650 	661117 	834937 	232775 	490359 	841375 	925534 
A,FOR,TOTAL,N_GE1,ED5-8,NR,RS	: 	: 	: 	: 	: 	: 	440804 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,ED5-8,NR,SI	990069 	1082002 	1101710 	1080216 	1090703 	: 	: 	: 	: 	886035 	1238258 	1620129 
A,FOR,TOTAL,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	960690 	: 	1033579 	291788 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,AT	10960345 	10671412 	10994223 	10627682 	11534238 	11490865 	11042921 	11901742 	3964500 	7516079 	14040577 	16080860 
A,FOR,TOTAL,N_GE1,TOTAL,NR,BE	9575837 	10676459 	10777700 	10711046 	13102132 	12140619 	13098410 	14191324 	5847789 	7240150 	13498234 	14536552 
A,FOR,TOTAL,N_GE1,TOTAL,NR,BG	469236 	552451 	603672 	531182 	600214 	758740 	940329 	1128917 	193971 	187423 	879455 	1092893 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CH	12098147 	12402792 	12517583 	13600761 	13856757 	15318158 	15284798 	13442681 	6118105 	6296083 	11275095 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CY	1175022 	1101800 	1197614 	1108898 	1260505 	1405804 	1434756 	1564822 	470613 	471119 	1234615 	1674725 
A,FOR,TOTAL,N_GE1,TOTAL,NR,CZ	5977897 	5781484 	5650580 	5855610 	6026617 	6775157 	7390006 	7346477 	2399036 	3264037 	6826441 	7831530 
A,FOR,TOTAL,N_GE1,TOTAL,NR,DE	82728747 	87458553 	83008008 	83737354 	90965601 	92402056 	108541530 	99532966 	36866570 	48667340 	86623140 	102057649 
A,FOR,TOTAL,N_GE1,TOTAL,NR,DK	7757264 	8201717 	8444775 	8919631 	8033413 	7630465 	6952921 	10803454 	3298581 	3091776 	6043213 	6662470 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EE	1146808 	1165822 	1425510 	1249933 	1339274 	1279444 	2068465 	1701519 	563781 	574519 	1119496 	1512784 
A,FOR,TOTAL,N_GE1,TOTAL,NR,EL	580378 	670578 	712481 	703885 	685775 	717643 	874327 	992928 	320253 	379680 	939366 	1024227 
A,FOR,TOTAL,N_GE1,TOTAL,NR,ES	11082129 	9976819 	10313354 	12488197 	13272399 	14351000 	16352217 	17125599 	4314476 	6031754 	13588870 	15942325 
A,FOR,TOTAL,N_GE1,TOTAL,NR,FI	9077182 	8603583 	8760224 	8917249 	9162665 	9371136 	9475932 	9403186 	2329503 	1790986 	6190196 	7287752 
A,FOR,TOTAL,N_GE1,TOTAL,NR,FR	24645476 	25419906 	27331432 	23790486 	23537122 	28410849 	29659180 	29626325 	11221335 	12678578 	26790132 	31921612 
A,FOR,TOTAL,N_GE1,TOTAL,NR,HR	2680804 	2926509 	2763254 	2577589 	1614859 	1923357 	2057870 	2254930 	493119 	638918 	1351328 	2061317 
A,FOR,TOTAL,N_GE1,TOTAL,NR,HU	4050879 	4138246 	4733459 	5453200 	6099956 	6491791 	7315001 	7818471 	2606582 	2866070 	5516318 	6251811 
A,FOR,TOTAL,N_GE1,TOTAL,NR,IE	5575463 	5581767 	5642009 	5962501 	6465858 	6981235 	7343516 	8008736 	2043861 	2006022 	7460294 	9203601 
A,FOR,TOTAL,N_GE1,TOTAL,NR,IT	14199028 	11197028 	11476103 	10092585 	10448557 	11374814 	14336155 	14743936 	3138447 	4037805 	9330779 	9664342 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LT	1707491 	1764146 	1788616 	1859929 	1952796 	2031791 	2244326 	2347280 	681903 	830176 	1919427 	2152952 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LU	1580124 	1624348 	1815108 	1701667 	1588159 	2355477 	2509460 	2547946 	1459657 	1813913 	2818099 	3083455 
A,FOR,TOTAL,N_GE1,TOTAL,NR,LV	1397501 	1246149 	1362106 	1241742 	1249531 	1265421 	1368432 	1479803 	431549 	512117 	1303207 	1705072 
A,FOR,TOTAL,N_GE1,TOTAL,NR,ME	: 	: 	: 	: 	657008 	546293 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	377043 	82885 	260883 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,MT	296061 	336233 	362440 	396218 	388781 	546302 	628979 	671717 	208969 	282766 	568160 	766816 
A,FOR,TOTAL,N_GE1,TOTAL,NR,NL	17854096 	17407136 	17501581 	17535163 	18152184 	20762524 	20981160 	22045219 	7666687 	11600561 	23145692 	25004388 
A,FOR,TOTAL,N_GE1,TOTAL,NR,NO	: 	7683544 	9181607 	8720412 	8101465 	8158780 	8085994 	: 	: 	2033000 	7875913 	7130125 
A,FOR,TOTAL,N_GE1,TOTAL,NR,PL	9269583 	9971871 	10242798 	10906350 	11286503 	11958127 	12746829 	13544558 	6187062 	6812721 	11741604 	13637177 
A,FOR,TOTAL,N_GE1,TOTAL,NR,PT	1361005 	1329316 	1460477 	1636356 	1607577 	1927185 	2163849 	2696641 	688826 	856518 	2248981 	2809140 
A,FOR,TOTAL,N_GE1,TOTAL,NR,RO	773039 	960271 	1028252 	1016647 	1057084 	1071104 	1258095 	1573973 	396351 	910903 	1475106 	1887675 
A,FOR,TOTAL,N_GE1,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	846435 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SE	: 	: 	9133320 	8689114 	8890230 	21232443 	18855245 	17999540 	4224602 	5766822 	15268834 	: 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SI	2474413 	2611650 	2642419 	2855015 	2853252 	3012579 	3187701 	3170206 	1137832 	2122974 	3160974 	4239917 
A,FOR,TOTAL,N_GE1,TOTAL,NR,SK	2689150 	2128968 	2406400 	2777004 	3095087 	3869703 	4662046 	5214323 	1043943 	1562293 	3302534 	4370683 
A,FOR,TOTAL,N_GE1,TOTAL,NR,UK	50710620 	52277882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,BE	9575837 	10676459 	10777700 	10711046 	13102132 	12140619 	13098410 	14191324 	5847789 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,BG	469236 	552451 	603672 	531182 	600214 	758740 	940329 	1128917 	193971 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,CH	12098147 	12402792 	12517583 	13600761 	13856757 	15318158 	15284798 	13442681 	6118105 	6296083 	11275095 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,CY	1175022 	1101800 	1197614 	1108898 	1260505 	1405804 	1434756 	1564822 	470613 	471119 	1234615 	1674725 
A,FOR,TOTAL,N_GE1,UNK,NR,CZ	5977897 	5781484 	5650580 	5855610 	6026617 	6775157 	7390006 	7346477 	2399036 	3264037 	6826441 	7831530 
A,FOR,TOTAL,N_GE1,UNK,NR,DE	82728747 	87458553 	83008008 	83737354 	90965601 	92402056 	108541530 	99532966 	36866570 	48667340 	86623140 	102057649 
A,FOR,TOTAL,N_GE1,UNK,NR,DK	7757264 	8201717 	8444775 	8919631 	8033413 	7630465 	6952921 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180894 
A,FOR,TOTAL,N_GE1,UNK,NR,EL	580378 	670578 	712481 	703885 	685775 	717643 	874327 	992928 	320253 	379680 	939366 	1024227 
A,FOR,TOTAL,N_GE1,UNK,NR,FR	24645476 	25419906 	27331432 	23790486 	23537122 	28410849 	29659180 	29626325 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,HR	: 	: 	2763254 	2577589 	1614859 	1923357 	2057870 	2254930 	493119 	638918 	1351328 	2061317 
A,FOR,TOTAL,N_GE1,UNK,NR,HU	4050879 	4138246 	4733459 	5453200 	6099956 	6491791 	7315001 	7818471 	2606582 	2866070 	5516318 	6251811 
A,FOR,TOTAL,N_GE1,UNK,NR,IE	5575463 	5581767 	5642009 	5962501 	6465858 	6981235 	7343516 	8008736 	2043861 	2006022 	7460294 	9203601 
A,FOR,TOTAL,N_GE1,UNK,NR,IT	14199028 	11197028 	11476103 	10092585 	10448557 	11374814 	14336155 	14743936 	3138447 	4037805 	9330779 	9664342 
A,FOR,TOTAL,N_GE1,UNK,NR,LT	1707491 	1764146 	1788616 	1859929 	1952796 	2031791 	2244326 	2347280 	681903 	830176 	1919427 	2152952 
A,FOR,TOTAL,N_GE1,UNK,NR,LU	: 	1624348 	1815108 	1701667 	1588159 	2355477 	2509460 	1147983 	1459657 	1813913 	2818099 	3083455 
A,FOR,TOTAL,N_GE1,UNK,NR,ME	: 	: 	: 	: 	657008 	546293 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,MT	296061 	336233 	: 	: 	: 	546302 	628979 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,NL	84090 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,NO	: 	7683544 	9181607 	8720412 	8101465 	8158780 	8085994 	: 	: 	2033000 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,PL	9269583 	9971871 	10242798 	10906350 	11286503 	11958127 	12746829 	13544558 	6187062 	6812721 	11741604 	13637177 
A,FOR,TOTAL,N_GE1,UNK,NR,PT	: 	: 	1460477 	: 	: 	: 	: 	: 	: 	: 	: 	2724429 
A,FOR,TOTAL,N_GE1,UNK,NR,RO	773039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,SE	: 	: 	9133320 	8689114 	8890230 	21232443 	18855245 	17999540 	4224602 	5766822 	15268834 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,SI	: 	: 	: 	: 	: 	3012579 	3187701 	3170206 	1137832 	: 	: 	: 
A,FOR,TOTAL,N_GE1,UNK,NR,SK	2689150 	2128968 	2406400 	2777004 	3095087 	3869703 	4662046 	5214323 	1043943 	1562293 	3302534 	4370683 
A,FOR,TOTAL,N_GE1,UNK,NR,UK	50710620 	52277882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,AL	: 	: 	: 	: 	: 	237373 	: 	274355 	48672 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,AT	1141026 	918498 	958148 	846660 	1116683 	1011876 	1018676 	1040633 	244703 	375479 	618241 	1059049 
A,FOR,TOTAL,N_GE4,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	801713 	1334392 	1234435 
A,FOR,TOTAL,N_GE4,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	62874 u	80874 
A,FOR,TOTAL,N_GE4,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	1282666 	491356 	422590 	802787 	743849 
A,FOR,TOTAL,N_GE4,ED0-2,NR,EE	: u	47436 	46357 	49216 	71239 	71714 	129410 	97615 	43197 u	45432 u	66303 	96102 
A,FOR,TOTAL,N_GE4,ED0-2,NR,ES	1753088 	1499233 	1677731 	2065064 	2004335 	2178518 	2647440 	2482708 	529055 	739983 	1920340 	2431478 
A,FOR,TOTAL,N_GE4,ED0-2,NR,FI	952231 	733712 	823618 	918724 	814367 	777199 	830745 	1082171 	269643 	205890 u	861819 	806811 
A,FOR,TOTAL,N_GE4,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	138201 u	291781 	849948 	1062831 
A,FOR,TOTAL,N_GE4,ED0-2,NR,HR	225247 u	326432 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,LU	123490 	: 	: 	: 	: 	: 	: 	211348 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,LV	72077 u	53240 u	92985 u	68618 u	67366 u	54674 u	63935 u	53703 u	: u	33377 u	67005 u	90173 
A,FOR,TOTAL,N_GE4,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	54775 	15638 u	33653 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,MT	: 	: 	30766 	41381 	19706 	: 	: 	25343 	: u	: u	21049 	23393 
A,FOR,TOTAL,N_GE4,ED0-2,NR,NL	2424245 	2454278 	2320304 	2334560 	2395354 	2404038 	2410839 	2194527 	783519 	1087690 	2229745 	2250287 
A,FOR,TOTAL,N_GE4,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1233363 	1025400 
A,FOR,TOTAL,N_GE4,ED0-2,NR,PT	304664 	347069 	: 	339560 	325153 	430142 	442104 	467389 	109016 	157908 	356156 	18755 u
A,FOR,TOTAL,N_GE4,ED0-2,NR,RO	: 	35822 u	35224 u	43628 u	53231 	31673 u	48304 u	65550 	: u	46791 u	53926 u	110820 u
A,FOR,TOTAL,N_GE4,ED0-2,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED0-2,NR,SI	157851 	152987 	134173 	254696 	227109 	: 	: 	: 	: 	170612 	287677 	338797 
A,FOR,TOTAL,N_GE4,ED3_4,NR,AL	: 	: 	: 	: 	: 	265482 	: 	266996 	60450 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED3_4,NR,AT	3826026 	3623636 	3748022 	3537122 	3740210 	4017275 	3568823 	3656328 	1092718 	2375564 	4409576 	5114485 
A,FOR,TOTAL,N_GE4,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1394567 	2322546 	2441942 
A,FOR,TOTAL,N_GE4,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	51109 u	240249 	288612 
A,FOR,TOTAL,N_GE4,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	3090137 	927250 	883088 	1520214 	1974657 
A,FOR,TOTAL,N_GE4,ED3_4,NR,EE	225889 	243519 	278348 	290680 	274291 	238492 	380180 	369979 	152192 	129468 	257560 	255271 
A,FOR,TOTAL,N_GE4,ED3_4,NR,ES	2222921 	1951106 	1892270 	1822372 	1886499 	2127860 	2551022 	2424104 	631021 	991342 	2099202 	2288789 
A,FOR,TOTAL,N_GE4,ED3_4,NR,FI	1325591 	1262602 	1329391 	1292025 	1347553 	1321312 	1656248 	1953266 	528809 	286772 	1424501 	1272054 
A,FOR,TOTAL,N_GE4,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1687729 	2258357 	4859419 	5673932 
A,FOR,TOTAL,N_GE4,ED3_4,NR,HR	737508 	812136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED3_4,NR,LU	303891 	: 	: 	: 	: 	: 	: 	309053 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED3_4,NR,LV	327980 	353198 	328378 	289120 	266287 	243417 	291875 	317928 	87466 u	95099 	248522 	327375 
A,FOR,TOTAL,N_GE4,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	135073 	21667 	68449 	: 	: 
A,FOR,TOTAL,N_GE4,ED3_4,NR,MT	: 	: 	142944 	146382 	157405 	: 	: 	249143 	59001 	86653 	198504 	261727 
A,FOR,TOTAL,N_GE4,ED3_4,NR,NL	4292676 	4149129 	4050555 	3931400 	4304838 	6616018 	6490875 	6562923 	2143111 	2442682 	4678270 	4644177 
A,FOR,TOTAL,N_GE4,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3049635 	2752504 
A,FOR,TOTAL,N_GE4,ED3_4,NR,PT	176555 	240648 	: 	241771 	196577 	315365 	342537 	416243 	108787 	171880 	383786 	: u
A,FOR,TOTAL,N_GE4,ED3_4,NR,RO	: 	372431 	458813 	383839 	416648 	433007 	480964 	587584 	136378 	343650 	518210 	759773 
A,FOR,TOTAL,N_GE4,ED3_4,NR,RS	: 	: 	: 	: 	: 	: 	213111 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED3_4,NR,SI	648481 	630367 	624794 	680936 	762593 	: 	: 	: 	: 	549915 	872934 	1057922 
A,FOR,TOTAL,N_GE4,ED5-8,NR,AL	: 	: 	: 	: 	: 	170500 	: 	192098 	53657 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED5-8,NR,AT	1819643 	1904764 	2010237 	2122819 	2207149 	1992319 	2249601 	2553381 	849160 	2062807 	3462021 	3601983 
A,FOR,TOTAL,N_GE4,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3082203 	5773024 	6137583 
A,FOR,TOTAL,N_GE4,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	67868 u	336888 	376478 
A,FOR,TOTAL,N_GE4,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	2827918 	993740 	820041 	2078789 	1992400 
A,FOR,TOTAL,N_GE4,ED5-8,NR,EE	253477 	317292 	378290 	364634 	328576 	352342 	557447 	462952 	147879 	200721 	335106 	426602 
A,FOR,TOTAL,N_GE4,ED5-8,NR,ES	3273705 	3147003 	3102526 	4410610 	5076597 	5009517 	5564069 	5931254 	1443967 	2232824 	5229736 	6138777 
A,FOR,TOTAL,N_GE4,ED5-8,NR,FI	1940945 	1942422 	1999858 	2082253 	2201515 	2294582 	2478448 	3212561 	703659 	521452 	2201811 	2040348 
A,FOR,TOTAL,N_GE4,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4889822 	6000739 	12176791 	14093417 
A,FOR,TOTAL,N_GE4,ED5-8,NR,HR	361050 	467317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED5-8,NR,LU	482088 	: 	: 	: 	: 	: 	: 	293324 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED5-8,NR,LV	346659 	295473 	409678 	314939 	295937 	383958 	378419 	466980 	96170 u	203961 	409949 	576248 
A,FOR,TOTAL,N_GE4,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	83361 	20408 u	84520 	: 	: 
A,FOR,TOTAL,N_GE4,ED5-8,NR,MT	: 	: 	96582 	105251 	104923 	: 	: 	186492 	64262 	98309 	188055 	249480 
A,FOR,TOTAL,N_GE4,ED5-8,NR,NL	6811730 	6667244 	6911852 	6838551 	7001184 	6103743 	6647367 	7180081 	2677092 	5072444 	9995874 	11103146 
A,FOR,TOTAL,N_GE4,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	973284 	799288 
A,FOR,TOTAL,N_GE4,ED5-8,NR,PT	367792 	415585 	: 	491559 	482820 	538517 	672658 	884014 	194744 	276561 	789611 	36059 
A,FOR,TOTAL,N_GE4,ED5-8,NR,RO	: 	435433 	459437 	471097 	441050 	468717 	540266 	708980 	198858 	455385 	741682 	808110 
A,FOR,TOTAL,N_GE4,ED5-8,NR,RS	: 	: 	: 	: 	: 	: 	266964 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,ED5-8,NR,SI	513677 	499726 	479203 	504456 	530612 	: 	: 	: 	: 	526485 	745440 	840684 
A,FOR,TOTAL,N_GE4,TOTAL,NR,AL	: 	: 	: 	: 	: 	673355 	: 	733449 	162779 	: 	: 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,AT	6786694 	6446897 	6716408 	6506600 	7064042 	7021470 	6837100 	7250341 	2186580 	4813850 	8489838 	9775518 
A,FOR,TOTAL,N_GE4,TOTAL,NR,BE	6562760 	7440346 	7352379 	7065770 	8533844 	7883542 	8688144 	9492716 	4081365 	5278483 	9429962 	9813959 
A,FOR,TOTAL,N_GE4,TOTAL,NR,BG	314732 	353987 	395137 	382303 	414198 	552939 	637471 	742760 	123719 	119880 	640011 	745965 
A,FOR,TOTAL,N_GE4,TOTAL,NR,CH	7812605 	7968762 	8166767 	8774079 	9351637 	9989674 	9980287 	9074639 	4408586 	4862180 	8216059 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,CY	898958 	844030 	967422 	859125 	957394 	1027987 	1058492 	1098112 	341823 	368746 	889523 	1220869 
A,FOR,TOTAL,N_GE4,TOTAL,NR,CZ	4566244 	4327099 	4215261 	4387901 	4383789 	5155092 	5251875 	5311545 	1688915 	2682486 	5363485 	5768221 
A,FOR,TOTAL,N_GE4,TOTAL,NR,DE	61424379 	66791082 	64325890 	62713835 	68677091 	71158778 	83302893 	76972326 	27341536 	38013914 	68338955 	81211522 
A,FOR,TOTAL,N_GE4,TOTAL,NR,DK	5049850 	5122014 	5122384 	5150666 	4752697 	5026075 	4879151 	7200721 	2412346 	2125719 	4401790 	4710906 
A,FOR,TOTAL,N_GE4,TOTAL,NR,EE	526558 	608247 	702996 	704530 	674105 	662549 	1067036 	930546 	343268 	375620 	658969 	882562 
A,FOR,TOTAL,N_GE4,TOTAL,NR,EL	463787 	558669 	584253 	554479 	567139 	558999 	681961 	790108 	243754 	299039 	777931 	847426 
A,FOR,TOTAL,N_GE4,TOTAL,NR,ES	7249715 	6597342 	6672527 	8298045 	8967430 	9315895 	10762531 	10838066 	2604043 	3964150 	9249278 	10859044 
A,FOR,TOTAL,N_GE4,TOTAL,NR,FI	4218767 	3938736 	4152867 	4293002 	4363435 	4393093 	4965442 	6247998 	1502111 	1014114 	4488132 	4119213 
A,FOR,TOTAL,N_GE4,TOTAL,NR,FR	18058703 	18654837 	20082556 	17115592 	17342596 	19504805 	20566319 	20778722 	6715753 	8550878 	17886159 	20830181 
A,FOR,TOTAL,N_GE4,TOTAL,NR,HR	1323806 	1605885 	1286350 	1319747 	688188 	925018 	980477 	984401 	246418 	339133 	651178 	930106 
A,FOR,TOTAL,N_GE4,TOTAL,NR,HU	2295794 	2137011 	2408763 	2772023 	2864952 	3116297 	3685814 	3987995 	1188597 	1549013 	3266710 	3883248 
A,FOR,TOTAL,N_GE4,TOTAL,NR,IE	3748138 	3651512 	3686447 	3850435 	4356703 	4469703 	4551900 	5237402 	1155390 	1263430 	4722743 	5614151 
A,FOR,TOTAL,N_GE4,TOTAL,NR,IT	9779589 	7969758 	7952366 	6748880 	7255478 	7694312 	9794447 	10675666 	2221311 	3194526 	7358780 	7409799 
A,FOR,TOTAL,N_GE4,TOTAL,NR,LT	1114857 	1151778 	1175053 	1221762 	1281570 	1367497 	1521019 	1575282 	444667 	572170 	1437184 	1585726 
A,FOR,TOTAL,N_GE4,TOTAL,NR,LU	909468 	933228 	991497 	960810 	982091 	1371428 	1380228 	1363831 	887020 	1151368 	1777317 	1826585 
A,FOR,TOTAL,N_GE4,TOTAL,NR,LV	746717 	701912 	831042 	672677 	629590 	682049 	734229 	838611 	202387 	332437 	725477 	993796 
A,FOR,TOTAL,N_GE4,TOTAL,NR,ME	: 	: 	: 	: 	370515 	328137 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	273209 	57713 	186621 	: 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,MT	220490 	248061 	270291 	293013 	282034 	377384 	440253 	460979 	126687 	191130 	407608 	534600 
A,FOR,TOTAL,N_GE4,TOTAL,NR,NL	13581514 	13270651 	13282711 	13104511 	13701377 	15123799 	15549082 	15937531 	5603723 	8602816 	16903889 	17997610 
A,FOR,TOTAL,N_GE4,TOTAL,NR,NO	: 	4728555 	5731872 	5463408 	5082625 	5375690 	4789959 	: 	: 	1374615 	5256283 	4577192 
A,FOR,TOTAL,N_GE4,TOTAL,NR,PL	6111156 	7611566 	8330489 	8813927 	9069470 	9560049 	10219182 	10865162 	4938508 	5454689 	9472458 	10963992 
A,FOR,TOTAL,N_GE4,TOTAL,NR,PT	849010 	1003303 	948940 	1072890 	1004549 	1284024 	1457299 	1767647 	412546 	606349 	1529554 	1820691 
A,FOR,TOTAL,N_GE4,TOTAL,NR,RO	687230 	843687 	953474 	898564 	910929 	933396 	1069533 	1362114 	346493 	845826 	1313818 	1678703 
A,FOR,TOTAL,N_GE4,TOTAL,NR,RS	: 	: 	: 	: 	: 	: 	498038 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,SE	: 	: 	5637047 	5165190 	5639975 	14241486 	12693428 	11768362 	2604677 	3781088 	10695216 	: 
A,FOR,TOTAL,N_GE4,TOTAL,NR,SI	1320009 	1283080 	1238170 	1440087 	1520313 	1408281 	1648853 	1518644 	670106 	1247011 	1906051 	2237402 
A,FOR,TOTAL,N_GE4,TOTAL,NR,SK	2093745 	1722110 	1342876 	1953980 	1888078 	2205681 	2829086 	3108064 	502997 	1002420 	2012814 	2619082 
A,FOR,TOTAL,N_GE4,TOTAL,NR,UK	40461127 	41835431 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,BE	6562760 	7440346 	7352379 	7065770 	8533844 	7883542 	8688144 	9492716 	4081365 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,BG	314732 	353987 	395137 	382303 	414198 	552939 	637471 	742760 	123719 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,CH	7812605 	7968762 	8166767 	8774079 	9351637 	9989674 	9980287 	9074639 	4408586 	4862180 	8216059 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,CY	898958 	844030 	967422 	859125 	957394 	1027987 	1058492 	1098112 	341823 	368746 	889523 	1220869 
A,FOR,TOTAL,N_GE4,UNK,NR,CZ	4566244 	4327099 	4215261 	4387901 	4383789 	5155092 	5251875 	5311545 	1688915 	2682486 	5363485 	5768221 
A,FOR,TOTAL,N_GE4,UNK,NR,DE	61424379 	66791082 	64325890 	62713835 	68677091 	71158778 	83302893 	76972326 	27341536 	38013914 	68338955 	81211522 
A,FOR,TOTAL,N_GE4,UNK,NR,DK	5049850 	5122014 	5122384 	5150666 	4752697 	5026075 	4879151 	: 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104587 
A,FOR,TOTAL,N_GE4,UNK,NR,EL	463787 	558669 	584253 	554479 	567139 	558999 	681961 	790108 	243754 	299039 	777931 	847426 
A,FOR,TOTAL,N_GE4,UNK,NR,FR	18058703 	18654837 	20082556 	17115592 	17342596 	19504805 	20566319 	20778722 	: 	: 	: 	: 
A,FOR,TOTAL,N_GE4,UNK,NR,HR	: 	: 	1286350 	1319747 	688188 	925018 	980477 	984401 	246418 	339133 	651178 	930106 
A,FOR,TOTAL,N_GE4,UNK,NR,HU	2295794 	2137011 	2408763 	2772023 	2864952 	3116297 	3685814 	3987995 	1188597 	1549013 	3266710 	3883248 
A,FOR,TOTAL,N_GE4,UNK,NR,IE	3748138 	3651512 	3686447 	3850435 	4356703 	4469703 	4551900 	5237402 	1155390 	1263430 	4722743 	5614151 
A,FOR,TOTAL,N_GE4,UNK,NR,IT	9779589 	7969758 	7952366 	6748880 	7255478 	7694312 	9794447 	10675666 	2221311 	3194526 	7358780 	7409799 
A,FOR,TOTAL,N_GE4,UNK,NR,LT	1114857 	1151778 	1175053 	1221762 	1281570 	1367497 	1521019 	1575282 	444667 	572170 	1437184 	1585726 
