freq,c_dest,purpose,duration,isced11,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	113095 	77471 	273001 	264256 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	574236 	962730 	1827606 	2020931 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	523534 	415930 	1476576 	1639315 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1456738 	2290549 	4831743 	5362898 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	112775 u	101646 	277533 	325855 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	12999 u	31417 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	50516 	90084 	207151 	252288 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1935353 	2833031 	4803455 	4708819 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3160075 	3147804 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	93946 	153354 	334470 	: u
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	132772 	329318 	502150 	677445 
A,EU27_2020_FOR,PER,N_GE1,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	682704 	999464 	1303314 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	29427 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1133039 	2365171 	4087708 	4143733 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	3653889 	6774396 	7127720 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	46146 u	230807 	358767 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	914793 	994206 	1934707 	1855361 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	139218 	174807 	334621 	381043 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1423168 	2088791 	4637003 	5162542 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	690662 	635440 	1926397 	2321499 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4431443 	6192472 	11126165 	13395700 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	159538 	193387 	496673 	625827 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	8405 u	60448 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	53409 	93262 	173618 	236716 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	2698735 	5672871 	10084220 	11342707 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1036709 	818966 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	172650 	270756 	699838 	25660 u
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	204788 	412453 	705592 	798505 
A,EU27_2020_FOR,PER,N_GE1,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	727169 	967922 	1253223 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	132097 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	2745537 	5693822 	10335638 	11442751 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	4725487 	6031294 	10582022 	11104802 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	106281 	77016 	480738 	715572 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	5077041 	5189364 	9399768 	: 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	252800 	298571 	767239 	1027870 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2094984 	2601456 	5277538 	5969617 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	27454006 	37861817 	62702871 	69259601 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	2265534 	2411296 	4069834 	4427008 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	292016 	291253 	684636 	870169 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	136195 	195950 	480715 	541750 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	2435582 	3725116 	7871567 	8753200 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	1478679 	1265344 	4216754 	4921417 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	6040884 	8845429 	16791163 	19621815 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	243030 	246873 	630558 	1013244 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1905161 	1976433 	4091998 	4586607 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	850525 	862625 	3979938 	4572925 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1808737 	2718243 	5758578 	5503169 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	337109 	421475 	910033 	1034779 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1138384 	1476294 	2149224 	2241401 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	300743 	322014 	866247 	1027321 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	32297 	104898 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	105267 	187898 	398573 	515034 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	5333024 	9750465 	17089385 	18356584 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1485517 	5359893 	5138460 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	4464113 	4859746 	8183800 	9233197 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	350379 	551443 	1333708 	1772674 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	351892 	788563 	1262171 	1590037 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2307780 	3297295 	10547617 	: 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	981099 	1588407 	2331323 	2902947 
A,EU27_2020_FOR,PER,N_GE1,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	765137 	1289062 	2618100 	3214158 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	4725487 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	106281 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	5077041 	5189364 	9399768 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	252800 	298571 	767239 	1027870 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2094984 	2601456 	5277538 	5969617 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	27454006 	37861817 	62702871 	69259601 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103078 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	136195 	195950 	480715 	541750 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	243030 	246873 	630558 	1013244 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	1905161 	1976433 	4091998 	4586607 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	850525 	862625 	3979938 	4572925 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1808737 	2718243 	5758578 	5503169 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	337109 	421475 	910033 	1034779 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	1138384 	1476294 	2149224 	2241401 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1485517 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	4464113 	4859746 	8183800 	9233197 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1722048 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	2307780 	3297295 	10547617 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	981099 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE1,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	765137 	1289062 	2618100 	3214158 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	38507 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	141495 	265786 	407817 	627003 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	586423 	971899 	879777 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	61675 u
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	276710 	293088 	510262 	503844 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	21399 u	23311 u	35616 u	55963 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	232875 	420477 	975460 	1057575 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	144496 u	133216 u	550469 	499372 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	233603 u	621410 	586030 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	50596 u	35878 u
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	13033 u	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	14583 u	17665 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	615681 	948716 	1710863 	1787578 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	808918 	793849 
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	54321 	95966 	200322 	: u
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	46791 u	51203 u	94114 u
A,EU27_2020_FOR,PER,N_GE4,ED0-2,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	112593 	203222 	200003 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	36675 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	735032 	1924046 	3382589 	3695159 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1170619 	1753475 	1886908 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	146550 	189479 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	649592 	694019 	1085816 	1347308 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	48313 u	49033 	125770 	133390 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	305450 	636216 	1221673 	1305572 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	283971 	211546 u	1009054 	845473 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	977380 	1728552 	3373850 	3726562 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	50170 u	129351 	159642 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	8816 u	24495 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	30451 	60646 	144157 	185644 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	1547789 	2101150 	3558470 	3506563 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2035094 	2064105 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	58796 	109101 	217088 	: u
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	121709 	305384 	449245 	607397 
A,EU27_2020_FOR,PER,N_GE4,ED3_4,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	404089 	643285 	713643 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	24953 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	632999 	1606658 	2442722 	2445047 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2593678 	4603348 	4659528 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	33084 u	199920 	270717 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	627601 	660289 	1329931 	1279939 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	80411 	109360 	194857 	214857 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	836841 	1405510 	2913023 	3310234 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	422386 	343951 	1380310 	1319988 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	2750924 	4533136 	7232010 	8070124 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	58350 u	107799 	241060 	314580 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	47769 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	32780 	70574 	122997 	163255 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	2053155 	4251465 	7106844 	7771342 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	711431 	575306 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	100159 	187208 	439302 	16958 u
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	181339 	379056 	627577 	682349 
A,EU27_2020_FOR,PER,N_GE4,ED5-8,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	438085 	587447 	662454 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	100136 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	1509525 	3796490 	6233127 	6767208 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3334623 	4350720 	7328722 	7426213 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	68327 u	52552 u	378662 	521871 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3544666 	3929534 	6714367 	: 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	180892 	242093 	550931 	754261 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1519440 	2111287 	3975823 	4268272 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	21093336 	29363917 	49730781 	54962819 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	1553903 	1647396 	2926009 	3131091 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	150123 	181704 	356242 	461869 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	111301 	156144 	393202 	456314 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	1375167 	2462203 	5110156 	5673381 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	850854 	688714 	2939832 	2664833 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	3798503 	6495291 	11227270 	12382716 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	143999 	134217 	308072 	474117 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	857661 	1118313 	2451744 	2851711 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	616327 	736660 	3261539 	3613183 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1161374 	2167764 	4449491 	4163488 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	218640 	275113 	673348 	742527 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	710634 	942748 	1350771 	1321680 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	112354 u	178813 	421007 	510101 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	24599 	85297 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	64006 	133694 	281737 	366564 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	4216625 	7301332 	12376177 	13065482 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1000149 	3555443 	3433261 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	3604206 	3879804 	6545573 	7410921 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	213276 	392276 	856712 	1058926 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	313939 	731231 	1128025 	1383861 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1421067 	2289941 	7821988 	: 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	579214 	954766 	1433954 	1576100 
A,EU27_2020_FOR,PER,N_GE4,TOTAL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	418864 	884063 	1532334 	1823443 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	3334623 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	68327 u	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	3544666 	3929534 	6714367 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	180892 	242093 	550931 	754261 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	1519440 	2111287 	3975823 	4268272 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	21093336 	29363917 	49730781 	54962819 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57659 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	111301 	156144 	393202 	456314 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	143999 	134217 	308072 	474117 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	857661 	1118313 	2451744 	2851711 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	616327 	736660 	3261539 	3613183 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	1161374 	2167764 	4449491 	4163488 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	218640 	275113 	673348 	742527 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	710634 	942748 	1350771 	1321680 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	1000149 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	3604206 	3879804 	6545573 	7410921 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1028402 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	1421067 	2289941 	7821988 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	579214 	: 	: 	: 
A,EU27_2020_FOR,PER,N_GE4,UNK,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	418864 	884063 	1532334 	1823443 
A,EU27_2020_FOR,PROF,N1-3,ED0-2,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N1-3,ED0-2,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,EU27_2020_FOR,PROF,N1-3,ED0-2,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,EU27_2020_FOR,PROF,N1-3,ED0-2,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
