head,relation,tail
789,IN_YEAR,2014
790,IN_YEAR,2014
791,IN_YEAR,2014
792,IN_YEAR,2014
793,IN_YEAR,2014
794,IN_YEAR,2014
795,IN_YEAR,2014
796,IN_YEAR,2014
797,IN_YEAR,2014
798,IN_YEAR,2014
799,IN_YEAR,2014
800,IN_YEAR,2014
801,IN_YEAR,2014
802,IN_YEAR,2014
803,IN_YEAR,2014
804,IN_YEAR,2014
805,IN_YEAR,2014
806,IN_YEAR,2014
807,IN_YEAR,2014
808,IN_YEAR,2014
809,IN_YEAR,2014
810,IN_YEAR,2014
811,IN_YEAR,2014
812,IN_YEAR,2014
813,IN_YEAR,2014
814,IN_YEAR,2014
815,IN_YEAR,2014
816,IN_YEAR,2014
817,IN_YEAR,2014
818,IN_YEAR,2014
819,IN_YEAR,2014
820,IN_YEAR,2014
821,IN_YEAR,2014
822,IN_YEAR,2014
823,IN_YEAR,2014
824,IN_YEAR,2014
825,IN_YEAR,2014
826,IN_YEAR,2014
827,IN_YEAR,2014
828,IN_YEAR,2014
829,IN_YEAR,2014
830,IN_YEAR,2014
831,IN_YEAR,2014
832,IN_YEAR,2014
833,IN_YEAR,2014
834,IN_YEAR,2014
835,IN_YEAR,2014
836,IN_YEAR,2014
837,IN_YEAR,2014
838,IN_YEAR,2014
839,IN_YEAR,2014
840,IN_YEAR,2014
841,IN_YEAR,2014
842,IN_YEAR,2014
843,IN_YEAR,2014
844,IN_YEAR,2014
845,IN_YEAR,2014
846,IN_YEAR,2014
847,IN_YEAR,2014
848,IN_YEAR,2014
849,IN_YEAR,2014
850,IN_YEAR,2014
851,IN_YEAR,2014
852,IN_YEAR,2014
853,IN_YEAR,2014
854,IN_YEAR,2014
855,IN_YEAR,2014
856,IN_YEAR,2014
857,IN_YEAR,2014
858,IN_YEAR,2014
859,IN_YEAR,2014
860,IN_YEAR,2014
861,IN_YEAR,2014
862,IN_YEAR,2014
863,IN_YEAR,2014
864,IN_YEAR,2014
865,IN_YEAR,2014
866,IN_YEAR,2014
867,IN_YEAR,2014
868,IN_YEAR,2014
869,IN_YEAR,2014
870,IN_YEAR,2014
871,IN_YEAR,2014
872,IN_YEAR,2014
873,IN_YEAR,2014
874,IN_YEAR,2014
875,IN_YEAR,2014
876,IN_YEAR,2014
877,IN_YEAR,2014
878,IN_YEAR,2014
879,IN_YEAR,2014
880,IN_YEAR,2014
881,IN_YEAR,2014
882,IN_YEAR,2014
883,IN_YEAR,2014
884,IN_YEAR,2014
885,IN_YEAR,2014
886,IN_YEAR,2014
887,IN_YEAR,2014
888,IN_YEAR,2014
889,IN_YEAR,2014
890,IN_YEAR,2014
891,IN_YEAR,2014
892,IN_YEAR,2014
893,IN_YEAR,2014
894,IN_YEAR,2014
895,IN_YEAR,2014
896,IN_YEAR,2014
897,IN_YEAR,2014
898,IN_YEAR,2014
899,IN_YEAR,2014
900,IN_YEAR,2014
901,IN_YEAR,2014
902,IN_YEAR,2014
903,IN_YEAR,2014
904,IN_YEAR,2014
905,IN_YEAR,2014
906,IN_YEAR,2014
